"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","hourOfDay","weekNum","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Apr 10, 2017  6:00 PM",1,1,1,3,17,1,17,17,-1,1,18,18,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,184,4.3,16.35,0.29,0.14,0.05,1
"Apr 11, 2017 12:00 PM",1,1,1,2,7,2,11.3333333333333,11.3333333333333,-1,0,17,12,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,184,4.3,16.35,0.29,0.14,0.05,1
"Apr 11, 2017  3:00 PM",2,0,0,38,0,2,11.3333333333333,22.6666666666666,-1,0,17,15,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,2
"Apr 11, 2017  5:00 PM",3,4,2,6.5,13.5,2,11.3333333333333,34,-1,0,17,17,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,2
"Apr 11, 2017  7:00 PM",0,1,0,0,0,2,11.3333333333333,0,-1,0,17,19,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05,1
"Apr 12, 2017  2:00 PM",3,3,1,6,11.5,3,11.5,34.5,1,6,16,14,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,2
"Apr 13, 2017  9:00 AM",6,4,1,10,11,4,10.5555555555556,63.3333333333333,2,5,15,9,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,2
"Apr 13, 2017 11:00 AM",3,4,1,3,7,4,10.5555555555556,31.6666666666667,2,5,15,11,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,1
"Apr 13, 2017  1:00 PM",12,8,1,16.5,9.5,4,10.5555555555556,126.666666666667,2,5,15,13,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,2
"Apr 13, 2017  3:00 PM",6,8,2,17.5,14,4,10.5555555555556,63.3333333333333,2,5,15,15,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,2
