"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","hourOfDay","weekNum","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Oct 1, 2018  6:00 PM",19,15,1,23,5.5,1,6.5,123.5,-1,2,31,18,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 1, 2018  8:00 PM",11,12,1,31.5,7.5,1,6.5,71.5,-1,2,31,20,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 2, 2018  6:00 PM",6,4,1,16,16,2,12.25,73.5,-1,1,30,18,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 2, 2018  8:00 PM",6,7,1,6.5,8.5,2,12.25,73.5,-1,1,30,20,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 2, 2018 10:00 PM",0,1,0,0,0,2,12.25,0,-1,1,30,22,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,116,4.5,16.6,0.08,0.18,0.02,1
"Oct 3, 2018  6:00 PM",9,2,0,41,4.5,3,7.75,69.75,-1,0,29,18,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 3, 2018  8:00 PM",8,12,2,14.5,10.5,3,7.75,62,-1,0,29,20,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 3, 2018 10:00 PM",0,2,1,0,1,3,7.75,0,-1,0,29,22,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,116,4.5,16.6,0.08,0.18,0.02,1
"Oct 4, 2018  6:00 PM",5,3,1,16.5,2.5,4,5,25,1,6,28,18,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 7, 2018  6:00 PM",34,30,2,15.5,7,0,7.5,255,4,3,25,18,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 7, 2018  8:00 PM",21,22,2,12.5,8,0,7.5,157.5,4,3,25,20,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 7, 2018 10:00 PM",0,1,0,0,0,0,7.5,0,4,3,25,22,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,116,4.5,16.6,0.08,0.18,0.02,1
"Oct 8, 2018  6:00 PM",36,23,2,46.5,8,1,7.5,270,5,2,24,18,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 8, 2018  8:00 PM",1,10,1,51.5,7,1,7.5,7.5,5,2,24,20,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 9, 2018  6:00 PM",17,11,1,43.5,3.5,2,8.33333333333333,141.666666666667,6,1,23,18,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
