"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","hourOfDay","weekNum","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Oct 1, 2018  6:00 PM",30,27,1,27.25,6.5,1,6.5,195,-1,2,31,18,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 2, 2018  6:00 PM",12,11,1,11.25,12.25,2,12.25,147,-1,1,30,18,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 2, 2018 10:00 PM",0,1,0,0,0,2,12.25,0,-1,1,30,22,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,116,4.5,16.6,0.08,0.18,0.02,1
"Oct 3, 2018  6:00 PM",17,14,0,27.75,7.5,3,7.75,131.75,-1,0,29,18,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 3, 2018 10:00 PM",0,2,1,0,1,3,7.75,0,-1,0,29,22,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,116,4.5,16.6,0.08,0.18,0.02,1
"Oct 4, 2018  6:00 PM",5,3,1,16.5,2.5,4,5,25,1,6,28,18,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 7, 2018  6:00 PM",55,52,2,14,7.5,0,7.5,412.5,4,3,25,18,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 7, 2018 10:00 PM",0,1,0,0,0,0,7.5,0,4,3,25,22,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,116,4.5,16.6,0.08,0.18,0.02,1
"Oct 8, 2018  6:00 PM",37,33,2,49,7.5,1,7.5,277.5,5,2,24,18,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 9, 2018  6:00 PM",29,17,1,34,6.25,2,8.33333333333333,241.666666666667,6,1,23,18,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 10, 2018  6:00 PM",29,29,2,7.75,15.75,3,15.75,456.75,7,0,22,18,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 11, 2018  6:00 PM",7,6,0,14,0,4,100,700,1,10,21,18,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,3
