"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","hourOfDay","weekNum","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Apr 10, 2017  6:00 PM",1,1,1,3,17,1,17,17,-1,1,18,18,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,184,4.3,16.35,0.29,0.14,0.05,1
"Apr 11, 2017 12:00 PM",2,1,1,35,3.5,2,11.3333333333333,22.6666666666666,-1,0,17,12,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,184,4.3,16.35,0.29,0.14,0.05,2
"Apr 11, 2017  4:00 PM",4,5,0,5.25,6.75,2,11.3333333333333,45.3333333333333,-1,0,17,16,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 12, 2017  2:00 PM",3,3,1,6,11.5,3,11.5,34.5,1,6,16,14,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,2
"Apr 13, 2017  9:00 AM",9,8,1,7.66666666666667,9.66666666666667,4,10.5555555555556,95,2,5,15,9,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 13, 2017  1:00 PM",18,16,1,17,11.75,4,10.5555555555556,190,2,5,15,13,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 13, 2017  6:00 PM",12,10,0,22,4.75,4,10.5555555555556,126.666666666667,2,5,15,18,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 14, 2017 10:00 AM",10,9,2,7.5,18.5,5,18.5,185,3,4,14,10,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,2
"Apr 15, 2017 11:00 AM",14,12,0,118.25,9.5,6,12.6666666666667,177.333333333333,4,3,13,11,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 16, 2017  3:00 PM",13,14,1,23.6666666666667,10.3333333333333,0,11,143,5,2,12,15,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 16, 2017  7:00 PM",19,16,1,15.75,8.75,0,11,209,5,2,12,19,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 17, 2017 10:00 AM",23,16,2,22,11.6666666666667,1,11.1111111111111,255.555555555556,6,1,11,10,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 17, 2017  2:00 PM",29,23,1,17.5,10.5,1,11.1111111111111,322.222222222222,6,1,11,14,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 17, 2017  6:00 PM",17,18,2,8.33333333333333,7.66666666666667,1,11.1111111111111,188.888888888889,6,1,11,18,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 18, 2017 10:00 AM",30,22,2,19.25,16.25,2,16.0909090909091,482.727272727273,7,0,10,10,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 18, 2017  2:00 PM",31,28,2,24,13.75,2,16.0909090909091,498.818181818182,7,0,10,14,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 18, 2017  6:00 PM",8,11,1,52,14.25,2,16.0909090909091,128.727272727273,7,0,10,18,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 19, 2017  9:00 AM",18,14,1,7.75,10.25,3,10.9,196.2,1,7,9,9,3,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 19, 2017  1:00 PM",25,16,1,36.25,12.25,3,10.9,272.5,1,7,9,13,3,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 19, 2017  5:00 PM",8,11,1,34,9.5,3,10.9,87.2,1,7,9,17,3,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,2
"Apr 20, 2017  9:00 AM",20,15,0,28.5,6.25,4,10.1818181818182,203.636363636364,2,6,8,9,3,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 20, 2017  2:00 PM",29,25,1,18.5,8.75,4,10.1818181818182,295.272727272728,2,6,8,14,3,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 20, 2017  6:00 PM",16,14,1,46.5,13,4,10.1818181818182,162.909090909091,2,6,8,18,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 21, 2017 10:00 AM",14,13,2,10.6666666666667,10.6666666666667,5,10.6666666666667,149.333333333333,3,5,7,10,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 22, 2017 12:00 PM",15,12,1,52,6.66666666666667,6,6.66666666666667,100,4,4,6,12,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 23, 2017  2:00 PM",17,15,0,28,6,0,8.6,146.2,5,3,5,14,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 23, 2017  7:00 PM",19,17,1,24,8.33333333333333,0,8.6,163.4,5,3,5,19,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 24, 2017 10:00 AM",25,21,2,31,9,1,9.125,228.125,6,2,4,10,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 24, 2017  2:00 PM",45,34,0,51.5,7.25,1,9.125,410.625,6,2,4,14,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 24, 2017  6:00 PM",25,20,1,10,5.66666666666667,1,9.125,228.125,6,2,4,18,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 25, 2017 10:00 AM",46,35,2,14.25,11.5,2,10.6363636363636,489.272727272728,7,1,3,10,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 25, 2017  2:00 PM",45,33,3,99,10.25,2,10.6363636363636,478.636363636364,7,1,3,14,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 25, 2017  6:00 PM",9,23,1,68.6666666666667,10,2,10.6363636363636,95.7272727272728,7,1,3,18,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 26, 2017 10:00 AM",44,35,2,13,6.25,3,9.33333333333333,410.666666666668,8,0,2,10,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 26, 2017  2:00 PM",27,17,1,78.5,12.5,3,9.33333333333333,252,8,0,2,14,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05,4
