"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Apr 4, 2018 11:00 AM",5,3,0,8,0,3,13.5,67.5,-1,7,24,1,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,202,4.4,16.35,0.29,0.14,0.05,2
"Apr 4, 2018  1:00 PM",2,2,1,6,13.5,3,13.5,27,-1,7,24,1,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,202,4.4,16.35,0.29,0.14,0.05,2
"Apr 5, 2018  1:00 PM",3,3,1,4.5,8,4,11,33,-1,6,23,1,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,202,4.4,16.35,0.29,0.14,0.05,2
"Apr 5, 2018  3:00 PM",4,4,2,5.5,8.5,4,11,44,-1,6,23,1,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,202,4.4,16.35,0.29,0.14,0.05,2
"Apr 6, 2018 10:00 AM",1,1,0,2.5,4.5,5,9,9,-1,5,22,1,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,202,4.4,16.35,0.29,0.14,0.05,2
"Apr 6, 2018  3:00 PM",7,7,2,1.5,9,5,9,63,-1,5,22,1,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,202,4.4,16.35,0.29,0.14,0.05,2
"Apr 8, 2018 12:00 PM",1,0,1,0,0,0,100,100,-1,3,20,1,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,202,4.4,16.35,0.29,0.14,0.05,1
"Apr 9, 2018  2:00 PM",8,8,3,3.5,11.5,1,7.71428571428571,61.7142857142857,-1,2,19,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,202,4.4,16.35,0.29,0.14,0.05,2
"Apr 9, 2018  4:00 PM",2,2,1,4,8.5,1,7.71428571428571,15.4285714285714,-1,2,19,1,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,202,4.4,16.35,0.29,0.14,0.05,2
"Apr 9, 2018  6:00 PM",3,2,1,1,4.5,1,7.71428571428571,23.1428571428571,-1,2,19,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,202,4.4,16.35,0.29,0.14,0.05,2
"Apr 9, 2018  8:00 PM",6,7,2,0.5,2.5,1,7.71428571428571,46.2857142857143,-1,2,19,1,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,202,4.4,16.35,0.29,0.14,0.05,2
