"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","hourOfDay","weekNum","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Apr 12, 2017  6:00 PM",24,5,0,37.5,33.5,3,37.8,907.2,-1,2,21,18,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,93,4,10.12,0.04,0.27,0.08,4
"Apr 12, 2017 10:00 PM",0,5,1,0,18.3333333333333,3,37.8,0,-1,2,21,22,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,3
"Apr 13, 2017  1:00 PM",47,30,1,74.75,4,4,6.9,324.3,-1,1,20,13,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,93,4,10.12,0.04,0.27,0.08,4
"Apr 13, 2017  5:00 PM",18,29,1,39,4,4,6.9,124.2,-1,1,20,17,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,3
"Apr 13, 2017  9:00 PM",13,12,1,35.6666666666667,13.6666666666667,4,6.9,89.7,-1,1,20,21,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,3
"Apr 17, 2017 11:00 AM",14,12,1,6.5,4.5,1,4.5,63,3,4,16,11,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,93,4,10.12,0.04,0.27,0.08,2
"Apr 18, 2017  7:00 PM",29,17,1,107.75,25.5,2,24,696,4,3,15,19,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,93,4,10.12,0.04,0.27,0.08,4
"Apr 18, 2017 11:00 PM",2,11,1,41,9,2,24,48,4,3,15,23,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,2
"Apr 19, 2017  9:00 AM",25,23,0,18.75,4.5,3,19.75,493.75,5,2,14,9,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,93,4,10.12,0.04,0.27,0.08,4
"Apr 19, 2017  1:00 PM",9,10,1,8,0.5,3,19.75,177.75,5,2,14,13,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,2
