"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","hourOfDay","weekNum","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Apr 4, 2018 11:00 AM",7,5,0,7,6.75,3,13.5,94.5,-1,7,24,11,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,202,4.4,16.35,0.29,0.14,0.05,4
"Apr 5, 2018  1:00 PM",7,7,1,5,8.25,4,11,77,-1,6,23,13,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,202,4.4,16.35,0.29,0.14,0.05,4
"Apr 6, 2018 10:00 AM",1,1,0,2.5,4.5,5,9,9,-1,5,22,10,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,202,4.4,16.35,0.29,0.14,0.05,2
"Apr 6, 2018  3:00 PM",7,7,2,1.5,9,5,9,63,-1,5,22,15,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,202,4.4,16.35,0.29,0.14,0.05,2
"Apr 8, 2018 12:00 PM",1,0,1,0,0,0,100,100,-1,3,20,12,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,202,4.4,16.35,0.29,0.14,0.05,1
"Apr 9, 2018  2:00 PM",10,10,3,3.75,10,1,7.71428571428571,77.1428571428571,-1,2,19,14,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,202,4.4,16.35,0.29,0.14,0.05,4
"Apr 9, 2018  6:00 PM",9,9,1,0.75,3.5,1,7.71428571428571,69.4285714285714,-1,2,19,18,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,202,4.4,16.35,0.29,0.14,0.05,4
"Apr 10, 2018  3:00 PM",6,6,1,1,8,2,8,48,-1,1,18,15,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,202,4.4,16.35,0.29,0.14,0.05,3
"Apr 11, 2018 12:00 PM",22,17,1,4,8.75,3,11.6,255.2,-1,0,17,12,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,202,4.4,16.35,0.29,0.14,0.05,4
"Apr 11, 2018  4:00 PM",3,4,2,1.5,11.5,3,11.6,34.8,-1,0,17,16,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,202,4.4,16.35,0.29,0.14,0.05,2
