"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","hourOfDay","weekNum","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Oct 2, 2017  6:00 PM",12,6,1,20.5,11,1,9.66666666666667,116,-1,4,28,18,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 2, 2017  8:00 PM",0,5,1,0,7,1,9.66666666666667,0,-1,4,28,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 3, 2017  7:00 PM",8,6,1,10,19.5,2,19.5,156,-1,3,27,19,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 4, 2017  3:00 PM",9,7,1,16.5,8,3,7.6,68.4,-1,2,26,15,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 4, 2017  5:00 PM",2,2,1,1,8,3,7.6,15.2,-1,2,26,17,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 4, 2017  7:00 PM",8,8,1,7.5,7,3,7.6,60.8,-1,2,26,19,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 5, 2017  1:00 PM",9,9,1,25.5,5.5,4,8.375,75.375,-1,1,25,13,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 5, 2017  3:00 PM",13,5,1,82,13.5,4,8.375,108.875,-1,1,25,15,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 5, 2017  5:00 PM",1,6,1,0,9,4,8.375,8.375,-1,1,25,17,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 5, 2017  7:00 PM",6,5,1,11,5.5,4,8.375,50.25,-1,1,25,19,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 9, 2017  6:00 PM",6,4,0,16.5,5.5,1,8.5,51,3,4,21,18,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 9, 2017  8:00 PM",3,5,1,6,6,1,8.5,25.5,3,4,21,20,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 10, 2017  7:00 PM",9,7,1,55.5,17.5,2,17.5,157.5,4,3,20,19,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 10, 2017  9:00 PM",0,1,0,0,0,2,17.5,0,4,3,20,21,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 11, 2017 12:00 AM",0,1,1,0,0,3,10.7142857142857,0,5,2,19,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 11, 2017  3:00 PM",11,5,1,33.5,15,3,10.7142857142857,117.857142857143,5,2,19,15,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 11, 2017  5:00 PM",2,7,1,14,9,3,10.7142857142857,21.4285714285714,5,2,19,17,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 11, 2017  7:00 PM",13,10,1,50,10.5,3,10.7142857142857,139.285714285714,5,2,19,19,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 11, 2017  9:00 PM",0,3,1,0,3,3,10.7142857142857,0,5,2,19,21,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 12, 2017  1:00 PM",15,11,1,69.5,7.5,4,7.6,114,6,1,18,13,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 12, 2017  3:00 PM",17,4,1,196.5,3.5,4,7.6,129.2,6,1,18,15,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 12, 2017  5:00 PM",5,6,1,97.5,8,4,7.6,38,6,1,18,17,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 12, 2017  7:00 PM",5,12,1,29,0,4,7.6,38,6,1,18,19,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 12, 2017  9:00 PM",0,4,1,0,0,4,7.6,0,6,1,18,21,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 16, 2017  6:00 PM",7,5,1,13.5,13,1,13,91,3,4,14,18,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,2
