"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Oct 1, 2018  6:00 PM",30,27,0.25,27.25,6.5,1,6.5,195,-1,2,31,2,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 2, 2018  6:00 PM",12,12,0.2,9,9.8,2,12.25,147,-1,1,30,2,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,5
"Oct 3, 2018  6:00 PM",17,16,0,22.2,6.2,3,7.75,131.75,-1,0,29,2,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,5
"Oct 4, 2018  6:00 PM",5,3,0.5,16.5,2.5,4,5,25,1,6,28,2,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 7, 2018  6:00 PM",55,53,0.4,11.2,6,0,7.5,412.5,4,3,25,2,18,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,5
"Oct 8, 2018  6:00 PM",37,33,0.5,49,7.5,1,7.5,277.5,5,2,24,3,18,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 9, 2018  6:00 PM",29,17,0.25,34,6.25,2,8.33333333333333,241.666666666667,6,1,23,3,18,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 10, 2018  6:00 PM",29,29,0.5,7.75,15.75,3,15.75,456.75,7,0,22,3,18,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 11, 2018  6:00 PM",7,6,0,14,0,4,100,700,1,10,21,3,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 14, 2018  5:00 PM",28,25,0,35.8,11.6,0,14.5,406,4,7,18,3,17,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,5
"Oct 15, 2018  6:00 PM",37,32,0.4,38.8,18.6,1,18.6,688.2,5,6,17,4,18,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,5
"Oct 16, 2018  6:00 PM",22,15,0.2,47.2,12.2,2,12.2,268.4,6,5,16,4,18,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,5
"Oct 17, 2018  5:00 PM",39,31,0.166666666666667,17.6666666666667,15.3333333333333,3,18.4,717.6,7,4,15,4,17,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,6
"Oct 18, 2018  6:00 PM",27,15,0.25,47,5.25,4,7,189,8,3,14,4,18,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 20, 2018  3:00 PM",39,16,0.5,785,10.25,6,10.25,399.75,10,1,12,4,15,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,4
"Oct 21, 2018  6:00 PM",56,49,0.4,58.6,11,0,11,616,11,0,11,4,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,5
"Oct 22, 2018 10:00 AM",35,31,0.166666666666667,43.1666666666667,8.16666666666667,1,9.8,343,1,8,10,5,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,116,4.5,16.6,0.08,0.18,0.02,6
"Oct 23, 2018  6:00 PM",24,21,0.2,11.2,12.2,2,20.3333333333333,488,2,7,9,5,18,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,5
"Oct 24, 2018  5:00 PM",38,34,0,10.6,9.4,3,11.75,446.5,3,6,8,5,17,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,5
