"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Jan 16, 2018 10:00 AM",13,11,1,4,29,2,29,377,-1,9,28,2,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,274,4.2,13.7,0.03,0.54,0.11,3
"Jan 17, 2018  4:00 PM",19,18,1.33333333333333,24.3333333333333,9.66666666666667,3,14.5,275.5,-1,8,27,2,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,274,4.2,13.7,0.03,0.54,0.11,3
"Jan 18, 2018  9:00 AM",5,5,1,1.66666666666667,17.3333333333333,4,26,130,-1,7,26,2,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,274,4.2,13.7,0.03,0.54,0.11,3
"Jan 19, 2018  2:00 PM",29,27,0.75,18.75,9.25,5,12.3333333333333,357.666666666667,-1,6,25,2,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,274,4.2,13.7,0.03,0.54,0.11,4
"Jan 22, 2018  2:00 PM",32,29,0.75,30.5,12.75,1,12.75,408,-1,3,22,3,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,274,4.2,13.7,0.03,0.54,0.11,4
"Jan 23, 2018 10:00 AM",43,40,1,48.75,13,2,13,559,-1,2,21,3,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,274,4.2,13.7,0.03,0.54,0.11,4
"Jan 24, 2018  4:00 PM",39,37,0.75,34.5,16,3,21.3333333333333,831.999999999999,-1,1,20,3,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,274,4.2,13.7,0.03,0.54,0.11,4
"Jan 25, 2018  9:00 AM",31,23,0.5,32,15.6666666666667,4,18.8,582.8,-1,0,19,3,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,274,4.2,13.7,0.03,0.54,0.11,6
"Jan 26, 2018  2:00 PM",32,28,0.4,89.8,9,5,11.25,360,1,14,18,3,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,274,4.2,13.7,0.03,0.54,0.11,5
"Jan 29, 2018  2:00 PM",7,8,0.25,10.25,24.75,1,33,231,4,11,15,4,14,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,274,4.2,13.7,0.03,0.54,0.11,4
