"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Oct 1, 2018  6:00 PM",3,3,1,1,15.5,1,15.5,46.5,-1,0,32,2,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 3, 2018 10:00 AM",9,9,0.2,1.8,12,3,12,108,2,5,30,2,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,5
"Oct 4, 2018  9:00 AM",19,18,0.166666666666667,3.83333333333333,8.5,4,10.2,193.8,3,4,29,2,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,6
"Oct 5, 2018  4:00 PM",19,19,0.666666666666667,13,10.3333333333333,5,15.5,294.5,4,3,28,2,16,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 8, 2018  1:00 PM",46,40,0.333333333333333,24.1666666666667,10.5,1,12.6,579.6,7,0,25,3,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,6
"Oct 9, 2018  1:00 PM",26,21,0.5,12,15.5,2,15.5,403,1,6,24,3,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,4
"Oct 10, 2018 10:00 AM",39,36,0.142857142857143,11.5714285714286,15.2857142857143,3,15.2857142857143,596.142857142857,2,5,23,3,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,7
"Oct 11, 2018  8:00 AM",19,18,0.166666666666667,2,14.6666666666667,4,14.6666666666667,278.666666666666,3,4,22,3,8,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,6
"Oct 12, 2018  1:00 PM",24,21,0.166666666666667,9.83333333333333,9.33333333333333,5,14,336,4,3,21,3,13,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,6
"Oct 15, 2018 12:00 PM",44,43,0.142857142857143,19,9.71428571428571,1,11.3333333333333,498.666666666666,7,0,18,4,12,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,7
"Oct 16, 2018  1:00 PM",45,43,0.4,10,6.4,2,8,360,1,6,17,4,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,5
"Oct 17, 2018 10:00 AM",57,50,0.142857142857143,18,13.1428571428571,3,13.1428571428571,749.142857142857,2,5,16,4,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,7
"Oct 18, 2018  9:00 AM",22,21,0.333333333333333,12,8.16666666666667,4,12.25,269.5,3,4,15,4,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,6
"Oct 19, 2018  1:00 PM",35,25,0.333333333333333,19,9.83333333333333,5,14.75,516.25,4,3,14,4,13,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,6
