"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Apr 10, 2017  6:00 PM",1,1,1,3,17,1,17,17,-1,1,18,2,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,184,4.3,16.35,0.29,0.14,0.05,1
"Apr 11, 2017 12:00 PM",6,6,0.166666666666667,15.1666666666667,5.66666666666667,2,11.3333333333333,67.9999999999999,-1,0,17,2,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,184,4.3,16.35,0.29,0.14,0.05,6
"Apr 12, 2017  2:00 PM",3,3,0.5,6,11.5,3,11.5,34.5,1,6,16,2,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,2
"Apr 13, 2017  9:00 AM",39,34,0.0909090909090909,16.2727272727273,8.63636363636364,4,10.5555555555556,411.666666666666,2,5,15,2,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,11
"Apr 14, 2017 10:00 AM",10,9,1,7.5,18.5,5,18.5,185,3,4,14,2,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,2
"Apr 15, 2017 11:00 AM",14,12,0,118.25,9.5,6,12.6666666666667,177.333333333333,4,3,13,2,11,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,4
"Apr 16, 2017  3:00 PM",32,30,0.142857142857143,19.1428571428571,9.42857142857143,0,11,352,5,2,12,2,15,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,7
"Apr 17, 2017 10:00 AM",69,57,0.2,16.1,10,1,11.1111111111111,766.666666666667,6,1,11,3,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,10
"Apr 18, 2017 10:00 AM",69,61,0.166666666666667,31.75,14.75,2,16.0909090909091,1110.27272727273,7,0,10,3,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,12
"Apr 19, 2017  9:00 AM",51,41,0.1,24.4,10.9,3,10.9,555.9,1,7,9,3,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,10
"Apr 20, 2017  9:00 AM",65,54,0,31.1666666666667,9.33333333333333,4,10.1818181818182,661.818181818182,2,6,8,3,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,12
"Apr 21, 2017 10:00 AM",14,13,0.666666666666667,10.6666666666667,10.6666666666667,5,10.6666666666667,149.333333333333,3,5,7,3,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 22, 2017 12:00 PM",15,12,0.333333333333333,52,6.66666666666667,6,6.66666666666667,100,4,4,6,3,12,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 23, 2017  2:00 PM",36,32,0,26,7.16666666666667,0,8.6,309.6,5,3,5,3,14,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,6
"Apr 24, 2017 10:00 AM",95,75,0.2,32.9,7.3,1,9.125,866.875,6,2,4,4,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,10
"Apr 25, 2017 10:00 AM",100,91,0.181818181818182,59.9090909090909,10.6363636363636,2,10.6363636363636,1063.63636363637,7,1,3,4,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,11
"Apr 26, 2017 10:00 AM",71,57,0.222222222222222,40.6666666666667,9.33333333333333,3,9.33333333333333,662.666666666667,8,0,2,4,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,9
"Apr 27, 2017 10:00 AM",21,20,0.1,8.5,11.9,4,13.2222222222222,277.666666666667,1,11,1,4,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,10
"Apr 28, 2017 10:00 AM",7,5,0.333333333333333,39.3333333333333,11.3333333333333,5,34,238,2,10,0,4,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"Apr 29, 2017 12:00 PM",2,2,1,10,9,6,9,18,3,9,26,4,12,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,184,4.3,16.35,0.29,0.14,0.05,1
"Apr 30, 2017  3:00 PM",17,17,0.166666666666667,7.66666666666667,6.5,0,9.75,165.75,4,8,25,4,15,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,6
"May 1, 2017 10:00 AM",47,47,0.0909090909090909,10,9.54545454545454,1,11.6666666666667,548.333333333333,5,7,24,5,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,11
"May 2, 2017 10:00 AM",54,54,0.166666666666667,10.5833333333333,12.75,2,13.9090909090909,751.090909090909,6,6,23,5,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,12
"May 3, 2017  9:00 AM",38,33,0.166666666666667,8.66666666666667,6.33333333333333,3,7.6,288.8,7,5,22,5,9,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,6
"May 4, 2017  9:00 AM",60,42,0,38,7.125,4,9.5,570,8,4,21,5,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,8
"May 5, 2017 10:00 AM",23,19,0.666666666666667,19.3333333333333,8.33333333333333,5,12.5,287.5,9,3,20,5,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,3
"May 6, 2017 11:00 AM",25,11,0,43.25,4.25,6,8.5,212.5,10,2,19,5,11,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05,4
