"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs"
"Apr 10, 2017  6:00 PM",1,1,1,3,17,1,17,17,-1,1,18,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,184,4.3,16.35,0.29,0.14,0.05
"Apr 11, 2017 12:00 PM",1,1,1,2,7,2,11.3333333333333,11.3333333333333,-1,0,17,1,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,184,4.3,16.35,0.29,0.14,0.05
"Apr 11, 2017  3:00 PM",1,0,0,68,0,2,11.3333333333333,11.3333333333333,-1,0,17,1,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
"Apr 11, 2017  4:00 PM",1,0,0,8,0,2,11.3333333333333,11.3333333333333,-1,0,17,1,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05
"Apr 11, 2017  5:00 PM",1,2,2,9,6,2,11.3333333333333,11.3333333333333,-1,0,17,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05
"Apr 11, 2017  6:00 PM",2,2,2,4,21,2,11.3333333333333,22.6666666666667,-1,0,17,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,184,4.3,16.35,0.29,0.14,0.05
"Apr 11, 2017  7:00 PM",0,1,0,0,0,2,11.3333333333333,0,-1,0,17,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
"Apr 12, 2017  2:00 PM",1,1,1,3,19,3,11.5,11.5,1,6,16,2,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
"Apr 12, 2017  3:00 PM",2,2,2,9,4,3,11.5,23,1,6,16,2,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
"Apr 13, 2017  9:00 AM",2,0,1,8,15,4,10.5555555555556,21.1111111111111,2,5,15,2,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
