"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs"
"Jan 17, 2017 10:00 AM",1,0,0,0,0,2,19.8,19.8,-1,9,28,2,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 17, 2017 11:00 AM",3,0,0,0,0,2,19.8,59.4,-1,9,28,2,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 17, 2017 12:00 PM",5,0,1,53,59,2,19.8,99,-1,9,28,2,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 17, 2017  1:00 PM",7,4,1,50,6,2,19.8,138.6,-1,9,28,2,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 17, 2017  2:00 PM",6,4,2,75,7,2,19.8,118.8,-1,9,28,2,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 17, 2017  3:00 PM",4,2,1,60,22,2,19.8,79.2,-1,9,28,2,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 17, 2017  4:00 PM",0,5,1,0,5,2,19.8,0,-1,9,28,2,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,414,4,13.7,0.03,0.54,0.11
"Jan 18, 2017 12:00 PM",5,0,1,26,23,3,11.8571428571429,59.2857142857143,-1,8,27,2,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 18, 2017  1:00 PM",9,8,2,23,12,3,11.8571428571429,106.714285714286,-1,8,27,2,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 18, 2017  2:00 PM",7,9,2,4,9,3,11.8571428571429,83,-1,8,27,2,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 18, 2017  3:00 PM",13,8,2,33,7,3,11.8571428571429,154.142857142857,-1,8,27,2,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 18, 2017  4:00 PM",15,5,2,90,7,3,11.8571428571429,177.857142857143,-1,8,27,2,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 18, 2017  5:00 PM",4,4,1,0,14,3,11.8571428571429,47.4285714285714,-1,8,27,2,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 18, 2017  6:00 PM",3,5,1,0,11,3,11.8571428571429,35.5714285714286,-1,8,27,2,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,414,4,13.7,0.03,0.54,0.11
"Jan 19, 2017  9:00 AM",4,0,1,28,41,4,14.8181818181818,59.2727272727273,-1,7,26,2,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 19, 2017 10:00 AM",6,7,3,6,14,4,14.8181818181818,88.9090909090909,-1,7,26,2,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 19, 2017 11:00 AM",8,5,3,10,18,4,14.8181818181818,118.545454545455,-1,7,26,2,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 19, 2017 12:00 PM",7,4,1,56,18,4,14.8181818181818,103.727272727273,-1,7,26,2,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 19, 2017  1:00 PM",11,3,2,102,8,4,14.8181818181818,163,-1,7,26,2,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 19, 2017  2:00 PM",8,2,1,95,12,4,14.8181818181818,118.545454545455,-1,7,26,2,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
"Jan 19, 2017  3:00 PM",4,5,1,48,5,4,14.8181818181818,59.2727272727273,-1,7,26,2,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,414,4,13.7,0.03,0.54,0.11
