"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","hourOfDay","weekNum","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","isFirstOHWithinLastThreeHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs"
"May 24, 2018  5:00 PM",0,3,1,0,13,4,14.7777777777778,0,17,8,9,3,1,0,202,4.4,16.35,0.29,0.14,0.05
"May 24, 2018  6:00 PM",0,7,1,0,5,4,14.7777777777778,0,18,8,9,3,1,0,202,4.4,16.35,0.29,0.14,0.05
"May 25, 2018  3:00 PM",22,2,1,60,5,5,6,132,15,8,10,2,0,1,202,4.4,16.35,0.29,0.14,0.05
"May 25, 2018  4:00 PM",0,4,1,0,7,5,6,0,16,8,10,2,0,0,202,4.4,16.35,0.29,0.14,0.05
"May 25, 2018  5:00 PM",0,2,1,0,6,5,6,0,17,8,10,2,0,0,202,4.4,16.35,0.29,0.14,0.05
"May 27, 2018  2:00 PM",35,6,1,140,9,0,11.8,413,14,8,12,0,18,1,202,4.4,16.35,0.29,0.14,0.05
"May 27, 2018  3:00 PM",0,6,1,0,12,0,11.8,0,15,8,12,0,18,0,202,4.4,16.35,0.29,0.14,0.05
"May 27, 2018  4:00 PM",0,5,1,0,15,0,11.8,0,16,8,12,0,18,0,202,4.4,16.35,0.29,0.14,0.05
"May 27, 2018  5:00 PM",0,6,1,0,8,0,11.8,0,17,8,12,0,18,0,202,4.4,16.35,0.29,0.14,0.05
"May 27, 2018  6:00 PM",0,6,1,0,15,0,11.8,0,18,8,12,0,18,0,202,4.4,16.35,0.29,0.14,0.05
"May 27, 2018  7:00 PM",0,1,0,0,0,0,11.8,0,19,8,12,0,18,0,202,4.4,16.35,0.29,0.14,0.05
"May 28, 2018  1:00 PM",13,0,1,61,22,1,16.6,215.8,13,8,1,12,17,1,202,4.4,16.35,0.29,0.14,0.05
"May 28, 2018  2:00 PM",11,3,2,140,19,1,16.6,182.6,14,8,1,12,17,0,202,4.4,16.35,0.29,0.14,0.05
"May 28, 2018  3:00 PM",16,8,2,902,16,1,16.6,265.6,15,8,1,12,17,0,202,4.4,16.35,0.29,0.14,0.05
"May 28, 2018  4:00 PM",7,6,2,1131,19,1,16.6,116.2,16,8,1,12,17,0,202,4.4,16.35,0.29,0.14,0.05
"May 28, 2018  5:00 PM",4,6,1,0,7,1,16.6,66.4,17,8,1,12,17,0,202,4.4,16.35,0.29,0.14,0.05
"May 29, 2018 10:00 AM",17,3,1,207,3,2,15,255,10,8,2,11,16,1,202,4.4,16.35,0.29,0.14,0.05
"May 29, 2018 11:00 AM",5,4,1,254,13,2,15,75,11,8,2,11,16,0,202,4.4,16.35,0.29,0.14,0.05
"May 29, 2018 12:00 PM",1,2,1,0,17,2,15,15,12,8,2,11,16,0,202,4.4,16.35,0.29,0.14,0.05
"May 29, 2018  3:00 PM",16,3,2,81,23,2,15,240,15,8,2,11,16,1,202,4.4,16.35,0.29,0.14,0.05
"May 29, 2018  4:00 PM",11,7,3,115,25,2,15,165,16,8,2,11,16,0,202,4.4,16.35,0.29,0.14,0.05
"May 29, 2018  5:00 PM",0,7,3,0,15,2,15,0,17,8,2,11,16,0,202,4.4,16.35,0.29,0.14,0.05
"May 29, 2018  6:00 PM",0,11,2,0,9,2,15,0,18,8,2,11,16,0,202,4.4,16.35,0.29,0.14,0.05
"May 30, 2018 12:00 PM",2,0,1,1,43,3,28.8333333333333,57.6666666666667,12,9,3,10,15,1,202,4.4,16.35,0.29,0.14,0.05
"May 30, 2018  1:00 PM",7,2,3,16,51,3,28.8333333333333,201.833333333333,13,9,3,10,15,0,202,4.4,16.35,0.29,0.14,0.05
"May 30, 2018  2:00 PM",5,6,3,9,24,3,28.8333333333333,144.166666666667,14,9,3,10,15,0,202,4.4,16.35,0.29,0.14,0.05
"May 30, 2018  3:00 PM",8,7,2,18,27,3,28.8333333333333,230.666666666667,15,9,3,10,15,0,202,4.4,16.35,0.29,0.14,0.05
"May 30, 2018  4:00 PM",6,5,2,43,25,3,28.8333333333333,173,16,9,3,10,15,0,202,4.4,16.35,0.29,0.14,0.05
"May 30, 2018  5:00 PM",0,6,1,0,3,3,28.8333333333333,0,17,9,3,10,15,0,202,4.4,16.35,0.29,0.14,0.05
"May 31, 2018  1:00 PM",17,3,1,51,9,4,17.5714285714286,298.714285714286,13,9,4,9,14,1,202,4.4,16.35,0.29,0.14,0.05
"May 31, 2018  2:00 PM",14,7,2,135,16,4,17.5714285714286,246,14,9,4,9,14,0,202,4.4,16.35,0.29,0.14,0.05
"May 31, 2018  3:00 PM",2,6,1,186,19,4,17.5714285714286,35.1428571428571,15,9,4,9,14,0,202,4.4,16.35,0.29,0.14,0.05
"May 31, 2018  4:00 PM",0,5,2,0,30,4,17.5714285714286,0,16,9,4,9,14,0,202,4.4,16.35,0.29,0.14,0.05
"May 31, 2018  5:00 PM",0,4,2,0,29,4,17.5714285714286,0,17,9,4,9,14,0,202,4.4,16.35,0.29,0.14,0.05
"May 31, 2018  6:00 PM",5,6,3,23,12,4,17.5714285714286,87.8571428571429,18,9,4,9,14,0,202,4.4,16.35,0.29,0.14,0.05
"May 31, 2018  7:00 PM",1,1,1,5,8,4,17.5714285714286,17.5714285714286,19,9,4,9,14,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 1, 2018  3:00 PM",39,12,3,38,15,5,11.6666666666667,455,15,9,5,8,13,1,202,4.4,16.35,0.29,0.14,0.05
"Jun 1, 2018  4:00 PM",26,24,4,21,11,5,11.6666666666667,303.333333333333,16,9,5,8,13,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 1, 2018  5:00 PM",18,12,2,12,9,5,11.6666666666667,210,17,9,5,8,13,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 1, 2018  6:00 PM",4,0,0,0,0,5,11.6666666666667,46.6666666666667,18,9,5,8,13,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 1, 2018  7:00 PM",1,0,0,0,0,5,11.6666666666667,11.6666666666667,19,9,5,8,13,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 1, 2018  8:00 PM",1,0,0,0,0,5,11.6666666666667,11.6666666666667,20,9,5,8,13,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 3, 2018  3:00 PM",26,3,1,88,12,0,8.75,227.5,15,9,7,6,11,1,202,4.4,16.35,0.29,0.14,0.05
"Jun 3, 2018  4:00 PM",0,7,1,0,9,0,8.75,0,16,9,7,6,11,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 3, 2018  5:00 PM",0,6,1,0,10,0,8.75,0,17,9,7,6,11,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 3, 2018  6:00 PM",0,3,1,0,4,0,8.75,0,18,9,7,6,11,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 4, 2018 10:00 AM",15,1,1,56,18,1,15,225,10,9,8,5,10,1,202,4.4,16.35,0.29,0.14,0.05
"Jun 4, 2018 11:00 AM",7,5,1,0,13,1,15,105,11,9,8,5,10,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 4, 2018 12:00 PM",1,2,2,0,24,1,15,15,12,9,8,5,10,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 4, 2018  1:00 PM",37,5,1,83,7,1,15,555,13,9,8,5,10,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 4, 2018  2:00 PM",15,10,3,85,18,1,15,225,14,9,8,5,10,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 4, 2018  3:00 PM",22,14,3,78,13,1,15,330,15,9,8,5,10,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 4, 2018  4:00 PM",13,14,3,0,12,1,15,195,16,9,8,5,10,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 5, 2018 10:00 AM",23,4,2,59,21,2,17.5714285714286,404.142857142857,10,9,9,4,9,1,202,4.4,16.35,0.29,0.14,0.05
"Jun 5, 2018 11:00 AM",4,6,2,70,23,2,17.5714285714286,70.2857142857143,11,9,9,4,9,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 5, 2018 12:00 PM",3,6,3,147,11,2,17.5714285714286,52.7142857142857,12,9,9,4,9,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 5, 2018  1:00 PM",0,5,1,0,0,2,17.5714285714286,0,13,9,9,4,9,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 5, 2018  3:00 PM",11,0,0,106,0,2,17.5714285714286,193.285714285714,15,9,9,4,9,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 5, 2018  4:00 PM",6,3,1,162,15,2,17.5714285714286,105.428571428571,16,9,9,4,9,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 5, 2018  5:00 PM",0,5,1,0,12,2,17.5714285714286,0,17,9,9,4,9,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 5, 2018  6:00 PM",1,1,0,64,0,2,17.5714285714286,17.5714285714286,18,9,9,4,9,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 5, 2018  7:00 PM",30,7,2,86,15,2,17.5714285714286,527.142857142857,19,9,9,4,9,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 5, 2018  8:00 PM",1,8,2,0,26,2,17.5714285714286,17.5714285714286,20,9,9,4,9,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 5, 2018  9:00 PM",0,2,0,0,0,2,17.5714285714286,0,21,9,9,4,9,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 5, 2018 10:00 PM",0,2,1,0,0,2,17.5714285714286,0,22,9,9,4,9,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 6, 2018 11:00 AM",16,0,0,59,0,3,22.2,355.2,11,10,10,3,8,1,202,4.4,16.35,0.29,0.14,0.05
"Jun 6, 2018 12:00 PM",18,3,2,206,29,3,22.2,399.6,12,10,10,3,8,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 6, 2018  1:00 PM",11,6,2,156,30,3,22.2,244.2,13,10,10,3,8,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 6, 2018  2:00 PM",4,4,2,128,35,3,22.2,88.8,14,10,10,3,8,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 6, 2018  3:00 PM",10,9,5,191,33,3,22.2,222,15,10,10,3,8,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 6, 2018  4:00 PM",20,16,4,232,19,3,22.2,444,16,10,10,3,8,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 6, 2018  5:00 PM",6,4,1,983,10,3,22.2,133.2,17,10,10,3,8,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 6, 2018  6:00 PM",6,2,1,0,29,3,22.2,133.2,18,10,10,3,8,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 6, 2018  7:00 PM",0,2,0,0,0,3,22.2,0,19,10,10,3,8,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 6, 2018  8:00 PM",6,1,1,0,9,3,22.2,133.2,20,10,10,3,8,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 6, 2018  9:00 PM",4,7,1,0,6,3,22.2,88.8,21,10,10,3,8,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 6, 2018 10:00 PM",0,2,1,0,22,3,22.2,0,22,10,10,3,8,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 7, 2018  9:00 AM",3,0,1,20,21,4,16.1428571428571,48.4285714285714,9,10,11,2,7,1,202,4.4,16.35,0.29,0.14,0.05
"Jun 7, 2018 10:00 AM",5,3,1,19,16,4,16.1428571428571,80.7142857142857,10,10,11,2,7,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 7, 2018 11:00 AM",7,4,1,31,22,4,16.1428571428571,113,11,10,11,2,7,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 7, 2018 12:00 PM",27,7,1,102,6,4,16.1428571428571,435.857142857143,12,10,11,2,7,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 7, 2018  1:00 PM",8,4,1,0,13,4,16.1428571428571,129.142857142857,13,10,11,2,7,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 7, 2018  2:00 PM",3,2,1,0,26,4,16.1428571428571,48.4285714285714,14,10,11,2,7,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 7, 2018  3:00 PM",0,4,1,0,9,4,16.1428571428571,0,15,10,11,2,7,0,202,4.4,16.35,0.29,0.14,0.05
"Jun 12, 2018 10:00 AM",2,0,1,2,0,2,100,200,10,10,3,-1,2,1,202,4.4,16.35,0.29,0.14,0.05
"Jun 12, 2018 11:00 AM",1,0,0,0,0,2,100,100,11,10,3,-1,2,0,202,4.4,16.35,0.29,0.14,0.05
