"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs"
"Oct 1, 2018  6:00 PM",11,8,1,23,3,1,6.5,71.5,-1,2,31,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02
"Oct 1, 2018  7:00 PM",8,7,1,23,8,1,6.5,52,-1,2,31,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02
"Oct 1, 2018  8:00 PM",8,6,1,27,8,1,6.5,52,-1,2,31,1,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02
"Oct 1, 2018  9:00 PM",3,6,1,36,7,1,6.5,19.5,-1,2,31,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,116,4.5,16.6,0.08,0.18,0.02
"Oct 2, 2018  6:00 PM",5,3,1,23,6,2,12.25,61.25,-1,1,30,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02
"Oct 2, 2018  7:00 PM",1,1,2,9,26,2,12.25,12.25,-1,1,30,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02
"Oct 2, 2018  8:00 PM",3,5,1,6,5,2,12.25,36.75,-1,1,30,1,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02
"Oct 2, 2018  9:00 PM",3,2,1,7,12,2,12.25,36.75,-1,1,30,1,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02
"Oct 2, 2018 10:00 PM",0,1,0,0,0,2,12.25,0,-1,1,30,1,22,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,116,4.5,16.6,0.08,0.18,0.02
"Oct 3, 2018  6:00 PM",3,0,0,36,0,3,7.75,23.25,-1,0,29,2,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02
