"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Oct 1, 2018  6:00 PM",19,15,0.5,23,5.5,1,6.5,123.5,-1,2,31,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 1, 2018  8:00 PM",11,12,0.5,31.5,7.5,1,6.5,71.5,-1,2,31,1,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 2, 2018  6:00 PM",6,4,0.5,16,16,2,12.25,73.5,-1,1,30,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 2, 2018  8:00 PM",6,8,0.333333333333333,4.33333333333333,5.66666666666667,2,12.25,73.5,-1,1,30,1,20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 3, 2018  6:00 PM",9,2,0,41,4.5,3,7.75,69.75,-1,0,29,2,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 3, 2018  8:00 PM",8,14,0.666666666666667,9.66666666666667,7.33333333333333,3,7.75,62,-1,0,29,2,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 4, 2018  6:00 PM",5,3,0.5,16.5,2.5,4,5,25,1,6,28,2,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 7, 2018  6:00 PM",34,30,1,15.5,7,0,7.5,255,4,3,25,2,18,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 7, 2018  8:00 PM",21,23,0.666666666666667,8.33333333333333,5.33333333333333,0,7.5,157.5,4,3,25,2,20,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 8, 2018  6:00 PM",36,23,1,46.5,8,1,7.5,270,5,2,24,2,18,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 8, 2018  8:00 PM",1,10,0.5,51.5,7,1,7.5,7.5,5,2,24,2,20,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 9, 2018  6:00 PM",17,11,0.5,43.5,3.5,2,8.33333333333333,141.666666666667,6,1,23,2,18,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 9, 2018  8:00 PM",12,6,1,24.5,9,2,8.33333333333333,100,6,1,23,2,20,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 10, 2018  6:00 PM",16,16,1,9.5,13.5,3,15.75,252,7,0,22,3,18,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 10, 2018  8:00 PM",13,13,1,6,18,3,15.75,204.75,7,0,22,3,20,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 11, 2018  6:00 PM",6,4,0,18.5,0,4,100,600,1,10,21,3,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 11, 2018  8:00 PM",1,2,1,5,0,4,100,100,1,10,21,3,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,116,4.5,16.6,0.08,0.18,0.02,1
"Oct 14, 2018  5:00 PM",20,12,0,33,9.66666666666667,0,14.5,290,4,7,18,3,17,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 14, 2018  8:00 PM",8,13,1,40,14.5,0,14.5,116,4,7,18,3,20,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 15, 2018  6:00 PM",31,23,1,22,5,1,18.6,576.6,5,6,17,3,18,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 15, 2018  8:00 PM",6,9,0.333333333333333,50,27.6666666666667,1,18.6,111.6,5,6,17,3,20,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 16, 2018  6:00 PM",20,7,0.5,118,9,2,12.2,244,6,5,16,3,18,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 16, 2018  8:00 PM",2,8,0.333333333333333,0,14.3333333333333,2,12.2,24.4,6,5,16,3,20,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 17, 2018  5:00 PM",22,16,0.333333333333333,26.3333333333333,25,3,18.4,404.8,7,4,15,4,17,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 17, 2018  8:00 PM",17,15,0.666666666666667,9,5.66666666666667,3,18.4,312.8,7,4,15,4,20,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 18, 2018  6:00 PM",14,10,0.5,64,9,4,7,98,8,3,14,4,18,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 18, 2018  8:00 PM",13,5,0.5,30,1.5,4,7,91,8,3,14,4,20,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 20, 2018  3:00 PM",27,1,2,180,17,6,10.25,276.75,10,1,12,4,15,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,1
"Oct 20, 2018  4:00 PM",12,15,0.666666666666667,986.666666666667,8,6,10.25,123,10,1,12,4,16,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 21, 2018  6:00 PM",41,32,1,31,8,0,11,451,11,0,11,4,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 21, 2018  8:00 PM",15,17,0.666666666666667,77,13,0,11,165,11,0,11,4,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 22, 2018 10:00 AM",0,2,1,0,0,1,9.8,0,1,8,10,4,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,116,4.5,16.6,0.08,0.18,0.02,1
"Oct 22, 2018  6:00 PM",29,17,1,59,11.5,1,9.8,284.2,1,8,10,4,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 22, 2018  8:00 PM",6,12,0.333333333333333,47,8.66666666666667,1,9.8,58.8,1,8,10,4,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 23, 2018  6:00 PM",15,13,0.5,12,2,2,20.3333333333333,305,2,7,9,4,18,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,2
"Oct 23, 2018  8:00 PM",9,8,0.666666666666667,10.6666666666667,19,2,20.3333333333333,183,2,7,9,4,20,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,116,4.5,16.6,0.08,0.18,0.02,3
"Oct 24, 2018  5:00 PM",20,14,0,14,10.6666666666667,3,11.75,235,3,6,8,5,17,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,116,4.5,16.6,0.08,0.18,0.02,3
