"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","hourOfDay","weekNum","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Oct 1, 2018  6:00 PM",3,3,2,1,15.5,1,15.5,46.5,-1,0,32,18,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 3, 2018 10:00 AM",4,3,1,3.5,12.5,3,12,48,2,5,30,10,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 3, 2018 12:00 PM",5,6,1,0.666666666666667,11.6666666666667,3,12,60,2,5,30,12,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 4, 2018  9:00 AM",2,2,1,0.5,12,4,10.2,20.4,3,4,29,9,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 4, 2018  2:00 PM",9,9,1,10,11,4,10.2,91.8,3,4,29,14,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 4, 2018  4:00 PM",8,7,2,1,2.5,4,10.2,81.6,3,4,29,16,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 5, 2018  4:00 PM",19,19,2,13,10.3333333333333,5,15.5,294.5,4,3,28,16,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 8, 2018  1:00 PM",23,21,2,31.3333333333333,13.3333333333333,1,12.6,289.8,7,0,25,13,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 8, 2018  6:00 PM",23,18,2,25.5,11.5,1,12.6,289.8,7,0,25,18,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 8, 2018  8:00 PM",0,1,0,0,0,1,12.6,0,7,0,25,20,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,220,4.5,16.35,0.29,0.14,0.05,1
"Oct 9, 2018  1:00 PM",23,15,2,14.3333333333333,19.6666666666667,2,15.5,356.5,1,6,24,13,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 9, 2018  4:00 PM",3,6,1,5,3,2,15.5,46.5,1,6,24,16,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,220,4.5,16.35,0.29,0.14,0.05,1
"Oct 10, 2018 10:00 AM",9,6,1,13,22,3,15.2857142857143,137.571428571429,2,5,23,10,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 10, 2018 12:00 PM",30,27,3,13.75,14.5,3,15.2857142857143,458.571428571428,2,5,23,12,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,220,4.5,16.35,0.29,0.14,0.05,4
"Oct 10, 2018  4:00 PM",0,3,1,0,5,3,15.2857142857143,0,2,5,23,16,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,220,4.5,16.35,0.29,0.14,0.05,1
"Oct 11, 2018  8:00 AM",11,11,1,1.66666666666667,19.6666666666667,4,14.6666666666667,161.333333333333,3,4,22,8,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 11, 2018  2:00 PM",6,4,1,2.5,12,4,14.6666666666667,88,3,4,22,14,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 11, 2018  4:00 PM",2,3,2,2,5,4,14.6666666666667,29.3333333333333,3,4,22,16,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,220,4.5,16.35,0.29,0.14,0.05,1
"Oct 12, 2018  1:00 PM",5,5,1,14,8,5,14,70,4,3,21,13,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 12, 2018  4:00 PM",19,16,2,5.66666666666667,10.6666666666667,5,14,266,4,3,21,16,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 15, 2018 12:00 PM",21,20,1,17.5,11.75,1,11.3333333333333,238,7,0,18,12,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,4
"Oct 15, 2018  6:00 PM",23,21,2,31.5,10.5,1,11.3333333333333,260.666666666666,7,0,18,18,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 15, 2018  8:00 PM",0,2,0,0,0,1,11.3333333333333,0,7,0,18,20,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,220,4.5,16.35,0.29,0.14,0.05,1
"Oct 16, 2018  1:00 PM",35,32,2,12,9,2,8,280,1,6,17,13,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 16, 2018  4:00 PM",10,11,1,7,2.5,2,8,80,1,6,17,16,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 17, 2018 10:00 AM",19,10,1,25.5,11.5,3,13.1428571428571,249.714285714286,2,5,16,10,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 17, 2018 12:00 PM",38,36,3,18.75,14.25,3,13.1428571428571,499.428571428571,2,5,16,12,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,220,4.5,16.35,0.29,0.14,0.05,4
"Oct 17, 2018  4:00 PM",0,4,2,0,12,3,13.1428571428571,0,2,5,16,16,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,220,4.5,16.35,0.29,0.14,0.05,1
"Oct 18, 2018  9:00 AM",10,10,2,3,9.33333333333333,4,12.25,122.5,3,4,15,9,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 18, 2018  3:00 PM",10,4,1,38,12,4,12.25,122.5,3,4,15,15,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,1
"Oct 18, 2018  4:00 PM",2,7,1,12.5,4.5,4,12.25,24.5,3,4,15,16,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 19, 2018  1:00 PM",16,10,2,25.3333333333333,11,5,14.75,236,4,3,14,13,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 19, 2018  4:00 PM",19,15,2,12.6666666666667,8.66666666666667,5,14.75,280.25,4,3,14,16,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 22, 2018  1:00 PM",22,19,2,15,12.3333333333333,1,12.3333333333333,271.333333333333,7,0,11,13,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 22, 2018  6:00 PM",25,19,2,53,11,1,12.3333333333333,308.333333333333,7,0,11,18,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 22, 2018  8:00 PM",0,3,2,0,15,1,12.3333333333333,0,7,0,11,20,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,220,4.5,16.35,0.29,0.14,0.05,1
"Oct 23, 2018  1:00 PM",36,23,2,32.3333333333333,14.3333333333333,2,10.6,381.6,1,6,10,13,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,3
"Oct 23, 2018  4:00 PM",2,8,1,0,5,2,10.6,21.2,1,6,10,16,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 24, 2018 10:00 AM",23,7,1,82.5,14.5,3,11.1428571428571,256.285714285714,2,5,9,10,5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,220,4.5,16.35,0.29,0.14,0.05,2
"Oct 24, 2018 12:00 PM",32,35,3,70.5,11.5,3,11.1428571428571,356.571428571428,2,5,9,12,5,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,220,4.5,16.35,0.29,0.14,0.05,4
