"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Apr 12, 2017  6:00 PM",16,0,0,75,31,3,37.8,604.8,-1,2,21,2,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,93,4,10.12,0.04,0.27,0.08,2
"Apr 12, 2017  8:00 PM",8,9,0.25,0,31.75,3,37.8,302.4,-1,2,21,2,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,4
"Apr 13, 2017 12:00 AM",0,1,0,0,0,4,6.9,0,-1,1,20,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,93,4,10.12,0.04,0.27,0.08,1
"Apr 13, 2017  1:00 PM",46,26,0.333333333333333,55,4.33333333333333,4,6.9,317.4,-1,1,20,2,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,93,4,10.12,0.04,0.27,0.08,3
"Apr 13, 2017  4:00 PM",19,33,0.25,62.75,3.75,4,6.9,131.1,-1,1,20,2,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,4
"Apr 13, 2017  9:00 PM",13,12,0.333333333333333,35.6666666666667,13.6666666666667,4,6.9,89.7,-1,1,20,2,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,3
"Apr 17, 2017 11:00 AM",6,4,1,9,6,1,4.5,27,3,4,16,2,11,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,93,4,10.12,0.04,0.27,0.08,1
"Apr 17, 2017 12:00 PM",8,8,1,4,3,1,4.5,36,3,4,16,2,12,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,93,4,10.12,0.04,0.27,0.08,1
"Apr 18, 2017  7:00 PM",15,1,1,84,23,2,24,360,4,3,15,2,19,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,93,4,10.12,0.04,0.27,0.08,1
"Apr 18, 2017  8:00 PM",16,21,0.25,107.25,24.25,2,24,384,4,3,15,2,20,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,4
"Apr 19, 2017 12:00 AM",15,19,0.25,15.75,4.25,3,19.75,296.25,5,2,14,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,93,4,10.12,0.04,0.27,0.08,4
