"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","hourOfDay","weekNum","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Oct 2, 2017  6:00 PM",12,6,1,20.5,11,1,9.66666666666667,116,-1,4,28,18,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 2, 2017  8:00 PM",0,5,1,0,7,1,9.66666666666667,0,-1,4,28,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 3, 2017  7:00 PM",4,1,1,10,34,2,19.5,78,-1,3,27,19,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 3, 2017  8:00 PM",4,5,1,10,5,2,19.5,78,-1,3,27,20,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 4, 2017  3:00 PM",2,0,1,3,6,3,7.6,15.2,-1,2,26,15,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 4, 2017  4:00 PM",13,13,1,14,8.33333333333333,3,7.6,98.8,-1,2,26,16,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,3
"Oct 4, 2017  8:00 PM",4,4,1,4,7,3,7.6,30.4,-1,2,26,20,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 5, 2017  1:00 PM",17,10,1,37.3333333333333,9.66666666666667,4,8.375,142.375,-1,1,25,13,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,3
"Oct 5, 2017  4:00 PM",11,13,1,31.25,8.75,4,8.375,92.125,-1,1,25,16,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,4
"Oct 5, 2017  8:00 PM",1,2,1,0,3,4,8.375,8.375,-1,1,25,20,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 9, 2017  6:00 PM",6,4,0,16.5,5.5,1,8.5,51,3,4,21,18,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 9, 2017  8:00 PM",3,5,1,6,6,1,8.5,25.5,3,4,21,20,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 10, 2017  7:00 PM",5,2,1,30,25,2,17.5,87.5,4,3,20,19,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 10, 2017  8:00 PM",4,6,1,40.5,5,2,17.5,70,4,3,20,20,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 11, 2017 12:00 AM",0,1,1,0,0,3,10.7142857142857,0,5,2,19,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 11, 2017  3:00 PM",4,0,1,16,19,3,10.7142857142857,42.8571428571429,5,2,19,15,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 11, 2017  4:00 PM",18,15,1,28.25,10.5,3,10.7142857142857,192.857142857143,5,2,19,16,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,4
"Oct 11, 2017  8:00 PM",4,10,1,22,4.66666666666667,3,10.7142857142857,42.8571428571429,5,2,19,20,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,3
"Oct 12, 2017  1:00 PM",29,12,1,111.666666666667,5,4,7.6,220.4,6,1,18,13,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,3
"Oct 12, 2017  4:00 PM",13,20,1,112.5,5.75,4,7.6,98.8,6,1,18,16,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,4
"Oct 12, 2017  8:00 PM",0,5,1,0,0,4,7.6,0,6,1,18,20,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 16, 2017  6:00 PM",7,5,1,13.5,13,1,13,91,3,4,14,18,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,2
"Oct 16, 2017  8:00 PM",2,4,1,13,13,1,13,26,3,4,14,20,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 17, 2017  7:00 PM",7,4,1,30,11,2,9,63,4,3,13,19,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,64,4.5,10.12,0.04,0.27,0.08,1
"Oct 17, 2017  8:00 PM",2,5,1,15,7,2,9,18,4,3,13,20,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,64,4.5,10.12,0.04,0.27,0.08,1
