"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","index"
"Oct 1, 2017  9:00 AM",0,0,0,0,0,0,-1,0,-1,0,33,1,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,321
"Oct 1, 2017 10:00 AM",0,0,0,0,0,0,-1,0,-1,0,33,1,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,322
"Oct 1, 2017 11:00 AM",0,0,0,0,0,0,-1,0,-1,0,33,1,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,323
"Oct 1, 2017 12:00 PM",0,0,0,0,0,0,-1,0,-1,0,33,1,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,324
"Oct 1, 2017  1:00 PM",0,0,0,0,0,0,-1,0,-1,0,33,1,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,325
"Oct 1, 2017  2:00 PM",0,0,0,0,0,0,-1,0,-1,0,33,1,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,326
"Oct 1, 2017  3:00 PM",0,0,0,0,0,0,-1,0,-1,0,33,1,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,327
"Oct 1, 2017  4:00 PM",0,0,0,0,0,0,-1,0,-1,0,33,1,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,328
"Oct 1, 2017  5:00 PM",0,0,0,0,0,0,-1,0,-1,0,33,1,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,329
"Oct 1, 2017  6:00 PM",0,0,0,0,0,0,-1,0,-1,0,33,1,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,330
"Oct 1, 2017  7:00 PM",0,0,0,0,0,0,-1,0,-1,0,33,1,19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,331
"Oct 1, 2017  8:00 PM",0,0,0,0,0,0,-1,0,-1,0,33,1,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,332
"Oct 1, 2017  9:00 PM",0,0,0,0,0,0,-1,0,-1,0,33,1,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,333
"Oct 2, 2017  9:00 AM",0,0,0,0,0,1,-1,0,1,6,32,2,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,177
"Oct 2, 2017 10:00 AM",0,0,0,0,0,1,-1,0,1,6,32,2,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,178
