"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","index"
"Apr 3, 2017  9:00 AM",0,0,0,0,0,1,15,0,-1,11,30,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,9
"Apr 3, 2017 10:00 AM",0,0,0,0,0,1,15,0,-1,11,30,1,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,10
"Apr 3, 2017 11:00 AM",0,0,0,0,0,1,15,0,-1,11,30,1,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,11
"Apr 3, 2017 12:00 PM",0,0,0,0,0,1,15,0,-1,11,30,1,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,12
"Apr 3, 2017  1:00 PM",0,0,0,0,0,1,15,0,-1,11,30,1,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,13
"Apr 3, 2017  2:00 PM",0,0,0,0,0,1,15,0,-1,11,30,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,14
"Apr 3, 2017  3:00 PM",0,0,0,0,0,1,15,0,-1,11,30,1,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,15
"Apr 3, 2017  4:00 PM",0,0,0,0,0,1,15,0,-1,11,30,1,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,16
"Apr 3, 2017  5:00 PM",0,0,0,0,0,1,15,0,-1,11,30,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,17
"Apr 3, 2017  6:00 PM",0,0,0,0,0,1,15,0,-1,11,30,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,18
"Apr 3, 2017  7:00 PM",0,0,0,0,0,1,15,0,-1,11,30,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,19
"Apr 3, 2017  8:00 PM",0,0,0,0,0,1,15,0,-1,11,30,1,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,20
"Apr 3, 2017  9:00 PM",0,0,0,0,0,1,15,0,-1,11,30,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,21
"Apr 4, 2017  9:00 AM",0,0,0,0,0,2,15,0,-1,10,29,1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,33
"Apr 4, 2017 10:00 AM",0,0,0,0,0,2,15,0,-1,10,29,1,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,34
"Apr 4, 2017 11:00 AM",0,0,0,0,0,2,15,0,-1,10,29,1,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,35
"Apr 4, 2017 12:00 PM",0,0,0,0,0,2,15,0,-1,10,29,1,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,36
"Apr 4, 2017  1:00 PM",0,0,0,0,0,2,15,0,-1,10,29,1,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,37
"Apr 4, 2017  2:00 PM",0,0,0,0,0,2,15,0,-1,10,29,1,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,38
"Apr 4, 2017  3:00 PM",0,0,0,0,0,2,15,0,-1,10,29,1,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,39
"Apr 4, 2017  4:00 PM",0,0,0,0,0,2,15,0,-1,10,29,1,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,93,4,10.12,0.04,0.27,0.08,40
