"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","index"
"Sep 25, 2017  9:00 AM",0,0,0,0,0,1,15,0,-1,11,35,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,177
"Sep 25, 2017 10:00 AM",0,0,0,0,0,1,15,0,-1,11,35,1,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,178
"Sep 25, 2017 11:00 AM",0,0,0,0,0,1,15,0,-1,11,35,1,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,179
"Sep 25, 2017 12:00 PM",0,0,0,0,0,1,15,0,-1,11,35,1,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,180
"Sep 25, 2017  1:00 PM",0,0,0,0,0,1,15,0,-1,11,35,1,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,181
"Sep 25, 2017  2:00 PM",0,0,0,0,0,1,15,0,-1,11,35,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,182
"Sep 25, 2017  3:00 PM",0,0,0,0,0,1,15,0,-1,11,35,1,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,183
"Sep 25, 2017  4:00 PM",0,0,0,0,0,1,15,0,-1,11,35,1,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,184
"Sep 25, 2017  5:00 PM",0,0,0,0,0,1,15,0,-1,11,35,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,185
"Sep 25, 2017  6:00 PM",0,0,0,0,0,1,15,0,-1,11,35,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,186
"Sep 25, 2017  7:00 PM",0,0,0,0,0,1,15,0,-1,11,35,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,187
"Sep 25, 2017  8:00 PM",0,0,0,0,0,1,15,0,-1,11,35,1,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,188
"Sep 25, 2017  9:00 PM",0,0,0,0,0,1,15,0,-1,11,35,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,189
"Sep 26, 2017  9:00 AM",0,0,0,0,0,2,15,0,-1,10,34,1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,201
"Sep 26, 2017 10:00 AM",0,0,0,0,0,2,15,0,-1,10,34,1,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,202
"Sep 26, 2017 11:00 AM",0,0,0,0,0,2,15,0,-1,10,34,1,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,203
"Sep 26, 2017 12:00 PM",0,0,0,0,0,2,15,0,-1,10,34,1,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,204
"Sep 26, 2017  1:00 PM",0,0,0,0,0,2,15,0,-1,10,34,1,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,205
"Sep 26, 2017  2:00 PM",0,0,0,0,0,2,15,0,-1,10,34,1,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,206
"Sep 26, 2017  3:00 PM",0,0,0,0,0,2,15,0,-1,10,34,1,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,207
"Sep 26, 2017  4:00 PM",0,0,0,0,0,2,15,0,-1,10,34,1,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,64,4.5,10.12,0.04,0.27,0.08,208
