,sign_ups,serves,servers,average_wait_time,average_serve_time,index,day,avgDayServeTime,loadInflux,daysAfterPrevAssnDue,daysUntilNextAssnDue,daysTilExam,weekNum,hourOfDay,monday,tuesday,wednesday,thursday,friday,saturday,sunday,morning,noon,afternoon,evening,L10daysAfterPrevAssnDue,L5daysAfterPrevAssnDue,L3daysAfterPrevAssnDue,L1daysAfterPrevAssnDue,L10daysUntilNextAssnDue,L5daysUntilNextAssnDue,L3daysUntilNextAssnDue,L1daysUntilNextAssnDue,L10daysTilExam,L5daysTilExam,L3daysTilExam,L1daysTilExam,NumStudents,InstructorRating,AvgHrsSpent,ProportionFrosh,ProportionGrads,ProportionPhDs
6/6/17 11:00,3,2,1,3,22,35,2,15.81818182,47.45454545,10,3,8,10,11,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/6/17 12:00,4,2,3,0,14,36,2,15.81818182,63.27272727,10,3,8,10,12,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/6/17 13:00,6,6,3,2,13,37,2,15.81818182,94.90909091,10,3,8,10,13,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/6/17 14:00,5,7,3,1,14,38,2,15.81818182,79.09090909,10,3,8,10,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/6/17 15:00,8,5,3,1,16,39,2,15.81818182,126.5454545,10,3,8,10,15,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/6/17 16:00,4,7,3,6,20,40,2,15.81818182,63.27272727,10,3,8,10,16,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/6/17 17:00,3,3,2,6,9,41,2,15.81818182,47.45454545,10,3,8,10,17,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/6/17 18:00,2,1,2,11,15,42,2,15.81818182,31.63636364,10,3,8,10,18,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/6/17 19:00,9,6,2,15,21,43,2,15.81818182,142.3636364,10,3,8,10,19,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/6/17 20:00,0,3,1,0,14,44,2,15.81818182,0,10,3,8,10,20,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/6/17 21:00,0,0,0,0,0,45,2,15.81818182,0,10,3,8,10,21,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 9:00,0,0,0,0,0,57,3,18.44444444,0,11,2,7,10,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 10:00,6,4,3,11,21,58,3,18.44444444,110.6666667,11,2,7,10,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 11:00,6,6,3,0,13,59,3,18.44444444,110.6666667,11,2,7,10,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 12:00,0,2,0,0,0,60,3,18.44444444,0,11,2,7,10,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 13:00,4,4,1,1,2,61,3,18.44444444,73.77777778,11,2,7,10,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 14:00,3,2,2,3,15,62,3,18.44444444,55.33333333,11,2,7,10,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 15:00,6,2,4,5,30,63,3,18.44444444,110.6666667,11,2,7,10,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 16:00,5,6,2,10,33,64,3,18.44444444,92.22222222,11,2,7,10,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 17:00,3,5,2,4,18,65,3,18.44444444,55.33333333,11,2,7,10,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 18:00,2,1,1,3,24,66,3,18.44444444,36.88888889,11,2,7,10,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 19:00,2,3,1,0,10,67,3,18.44444444,36.88888889,11,2,7,10,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 20:00,0,1,0,0,0,68,3,18.44444444,0,11,2,7,10,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/7/17 21:00,0,0,0,0,0,69,3,18.44444444,0,11,2,7,10,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 9:00,0,0,0,0,0,81,4,23,0,12,1,6,10,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 10:00,0,0,0,0,0,82,4,23,0,12,1,6,10,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 11:00,0,0,0,0,0,83,4,23,0,12,1,6,10,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 12:00,0,0,0,0,0,84,4,23,0,12,1,6,10,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 13:00,0,0,0,0,0,85,4,23,0,12,1,6,10,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 14:00,0,0,0,0,0,86,4,23,0,12,1,6,10,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 15:00,0,0,0,0,0,87,4,23,0,12,1,6,10,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 16:00,1,1,1,0,23,88,4,23,23,12,1,6,10,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 17:00,0,0,0,0,0,89,4,23,0,12,1,6,10,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 18:00,0,0,0,0,0,90,4,23,0,12,1,6,10,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 19:00,0,0,0,0,0,91,4,23,0,12,1,6,10,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 20:00,0,0,0,0,0,92,4,23,0,12,1,6,10,20,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/8/17 21:00,0,0,0,0,0,93,4,23,0,12,1,6,10,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 9:00,0,0,0,0,0,105,5,20,0,13,0,5,10,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 10:00,2,1,1,0,20,106,5,20,40,13,0,5,10,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 11:00,0,1,0,0,0,107,5,20,0,13,0,5,10,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 12:00,0,0,0,0,0,108,5,20,0,13,0,5,10,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 13:00,0,0,0,0,0,109,5,20,0,13,0,5,10,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 14:00,0,0,0,0,0,110,5,20,0,13,0,5,10,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 15:00,0,0,0,0,0,111,5,20,0,13,0,5,10,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 16:00,0,0,0,0,0,112,5,20,0,13,0,5,10,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 17:00,0,0,0,0,0,113,5,20,0,13,0,5,10,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 18:00,0,0,0,0,0,114,5,20,0,13,0,5,10,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 19:00,0,0,0,0,0,115,5,20,0,13,0,5,10,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 20:00,0,0,0,0,0,116,5,20,0,13,0,5,10,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/9/17 21:00,0,0,0,0,0,117,5,20,0,13,0,5,10,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 9:00,0,0,0,0,0,129,6,21.5,0,1,-1,4,10,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 10:00,0,0,0,0,0,130,6,21.5,0,1,-1,4,10,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 11:00,0,0,0,0,0,131,6,21.5,0,1,-1,4,10,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 12:00,2,1,1,2,16,132,6,21.5,43,1,-1,4,10,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 13:00,1,2,1,0,27,133,6,21.5,21.5,1,-1,4,10,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 14:00,0,0,0,0,0,134,6,21.5,0,1,-1,4,10,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 15:00,0,0,0,0,0,135,6,21.5,0,1,-1,4,10,15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 16:00,0,0,0,0,0,136,6,21.5,0,1,-1,4,10,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 17:00,0,0,0,0,0,137,6,21.5,0,1,-1,4,10,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 18:00,0,0,0,0,0,138,6,21.5,0,1,-1,4,10,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 19:00,0,0,0,0,0,139,6,21.5,0,1,-1,4,10,19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 20:00,0,0,0,0,0,140,6,21.5,0,1,-1,4,10,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/10/17 21:00,0,0,0,0,0,141,6,21.5,0,1,-1,4,10,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 9:00,0,0,0,0,0,153,0,13.33333333,0,2,-1,3,10,9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 10:00,0,0,0,0,0,154,0,13.33333333,0,2,-1,3,10,10,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 11:00,0,0,0,0,0,155,0,13.33333333,0,2,-1,3,10,11,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 12:00,0,0,0,0,0,156,0,13.33333333,0,2,-1,3,10,12,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 13:00,0,0,0,0,0,157,0,13.33333333,0,2,-1,3,10,13,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 14:00,1,0,1,0,13,158,0,13.33333333,13.33333333,2,-1,3,10,14,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 15:00,3,3,1,17,18,159,0,13.33333333,40,2,-1,3,10,15,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 16:00,3,4,1,2,9,160,0,13.33333333,40,2,-1,3,10,16,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 17:00,0,0,0,0,0,161,0,13.33333333,0,2,-1,3,10,17,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 18:00,0,0,0,0,0,162,0,13.33333333,0,2,-1,3,10,18,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 19:00,0,0,0,0,0,163,0,13.33333333,0,2,-1,3,10,19,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 20:00,0,0,0,0,0,164,0,13.33333333,0,2,-1,3,10,20,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/11/17 21:00,0,0,0,0,0,165,0,13.33333333,0,2,-1,3,10,21,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 9:00,0,0,0,0,0,177,1,15,0,3,-1,2,11,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 10:00,0,0,0,0,0,178,1,15,0,3,-1,2,11,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 11:00,0,0,0,0,0,179,1,15,0,3,-1,2,11,11,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 12:00,0,0,0,0,0,180,1,15,0,3,-1,2,11,12,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 13:00,0,0,0,0,0,181,1,15,0,3,-1,2,11,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 14:00,0,0,0,0,0,182,1,15,0,3,-1,2,11,14,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 15:00,0,0,0,0,0,183,1,15,0,3,-1,2,11,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 16:00,0,0,0,0,0,184,1,15,0,3,-1,2,11,16,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 17:00,0,0,0,0,0,185,1,15,0,3,-1,2,11,17,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 18:00,0,0,0,0,0,186,1,15,0,3,-1,2,11,18,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 19:00,0,0,0,0,0,187,1,15,0,3,-1,2,11,19,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 20:00,0,0,0,0,0,188,1,15,0,3,-1,2,11,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/12/17 21:00,0,0,0,0,0,189,1,15,0,3,-1,2,11,21,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,184,4.3,16.35,0.29,0.14,0.05
6/13/17 9:00,0,0,0,0,0,201,2,14.66666667,0,4,-1,1,11,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/13/17 10:00,0,0,0,0,0,202,2,14.66666667,0,4,-1,1,11,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/13/17 11:00,0,0,0,0,0,203,2,14.66666667,0,4,-1,1,11,11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/13/17 12:00,0,0,0,0,0,204,2,14.66666667,0,4,-1,1,11,12,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/13/17 13:00,0,0,0,0,0,205,2,14.66666667,0,4,-1,1,11,13,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/13/17 14:00,0,0,0,0,0,206,2,14.66666667,0,4,-1,1,11,14,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/13/17 15:00,8,1,1,55,18,207,2,14.66666667,117.3333333,4,-1,1,11,15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/13/17 16:00,2,3,1,91,17,208,2,14.66666667,29.33333333,4,-1,1,11,16,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/13/17 17:00,0,5,1,0,9,209,2,14.66666667,0,4,-1,1,11,17,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/13/17 18:00,0,0,0,0,0,210,2,14.66666667,0,4,-1,1,11,18,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/13/17 19:00,0,0,0,0,0,211,2,14.66666667,0,4,-1,1,11,19,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/13/17 20:00,0,0,0,0,0,212,2,14.66666667,0,4,-1,1,11,20,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/13/17 21:00,0,0,0,0,0,213,2,14.66666667,0,4,-1,1,11,21,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 9:00,0,0,0,0,0,225,3,15,0,5,-1,0,11,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 10:00,0,0,0,0,0,226,3,15,0,5,-1,0,11,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 11:00,0,0,0,0,0,227,3,15,0,5,-1,0,11,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 12:00,0,0,0,0,0,228,3,15,0,5,-1,0,11,12,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 13:00,0,0,0,0,0,229,3,15,0,5,-1,0,11,13,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 14:00,0,0,0,0,0,230,3,15,0,5,-1,0,11,14,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 15:00,0,0,0,0,0,231,3,15,0,5,-1,0,11,15,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 16:00,0,0,0,0,0,232,3,15,0,5,-1,0,11,16,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 17:00,0,0,0,0,0,233,3,15,0,5,-1,0,11,17,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 18:00,0,0,0,0,0,234,3,15,0,5,-1,0,11,18,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 19:00,0,0,0,0,0,235,3,15,0,5,-1,0,11,19,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 20:00,0,0,0,0,0,236,3,15,0,5,-1,0,11,20,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
6/14/17 21:00,0,0,0,0,0,237,3,15,0,5,-1,0,11,21,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,184,4.3,16.35,0.29,0.14,0.05
