"","sign_ups","serves","servers","average_wait_time","average_serve_time","index","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs"
"Nov 30, 2018 11:00 AM",0,0,0,0,0,275,5,14.5,0,16,5,-1,9,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Nov 30, 2018 12:00 PM",0,0,0,0,0,276,5,14.5,0,16,5,-1,9,12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Nov 30, 2018  1:00 PM",0,0,0,0,0,277,5,14.5,0,16,5,-1,9,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Nov 30, 2018  2:00 PM",0,0,0,0,0,278,5,14.5,0,16,5,-1,9,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Nov 30, 2018  3:00 PM",15,4,1,46,13,279,5,14.5,217.5,16,5,-1,9,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Nov 30, 2018  4:00 PM",6,3,2,132,12,280,5,14.5,87,16,5,-1,9,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Nov 30, 2018  5:00 PM",2,2,1,0,15,281,5,14.5,29,16,5,-1,9,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Nov 30, 2018  6:00 PM",1,1,0,115,0,282,5,14.5,14.5,16,5,-1,9,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Nov 30, 2018  7:00 PM",0,0,0,0,0,283,5,14.5,0,16,5,-1,9,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Nov 30, 2018  8:00 PM",2,1,1,0,33,284,5,14.5,29,16,5,-1,9,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Nov 30, 2018  9:00 PM",1,1,0,0,0,285,5,14.5,14.5,16,5,-1,9,21,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018  9:00 AM",0,0,0,0,0,297,6,15,0,17,4,-1,9,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018 10:00 AM",5,0,0,0,0,298,6,15,75,17,4,-1,9,10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018 11:00 AM",3,0,0,0,0,299,6,15,45,17,4,-1,9,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018 12:00 PM",0,0,0,0,0,300,6,15,0,17,4,-1,9,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018  1:00 PM",0,0,0,0,0,301,6,15,0,17,4,-1,9,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018  2:00 PM",0,0,0,0,0,302,6,15,0,17,4,-1,9,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018  3:00 PM",0,0,0,0,0,303,6,15,0,17,4,-1,9,15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018  4:00 PM",0,0,0,0,0,304,6,15,0,17,4,-1,9,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018  5:00 PM",0,0,0,0,0,305,6,15,0,17,4,-1,9,17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018  6:00 PM",0,0,0,0,0,306,6,15,0,17,4,-1,9,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018  7:00 PM",0,0,0,0,0,307,6,15,0,17,4,-1,9,19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018  8:00 PM",0,0,0,0,0,308,6,15,0,17,4,-1,9,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 1, 2018  9:00 PM",0,0,0,0,0,309,6,15,0,17,4,-1,9,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 2, 2018  9:00 AM",0,0,0,0,0,321,0,15,0,18,3,-1,9,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 2, 2018 10:00 AM",0,0,0,0,0,322,0,15,0,18,3,-1,9,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 2, 2018 11:00 AM",0,0,0,0,0,323,0,15,0,18,3,-1,9,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 2, 2018 12:00 PM",0,0,0,0,0,324,0,15,0,18,3,-1,9,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 2, 2018  1:00 PM",0,0,0,0,0,325,0,15,0,18,3,-1,9,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 2, 2018  2:00 PM",1,0,0,69,0,326,0,15,15,18,3,-1,9,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 2, 2018  3:00 PM",0,1,1,0,0,327,0,15,0,18,3,-1,9,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 2, 2018  4:00 PM",3,1,1,26,0,328,0,15,45,18,3,-1,9,16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 2, 2018  5:00 PM",0,0,0,0,0,329,0,15,0,18,3,-1,9,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 2, 2018  6:00 PM",0,0,0,0,0,330,0,15,0,18,3,-1,9,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 2, 2018  7:00 PM",0,0,0,0,0,331,0,15,0,18,3,-1,9,19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
"Dec 2, 2018  8:00 PM",0,0,0,0,0,332,0,15,0,18,3,-1,9,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,634,4.1,15.3,0.04,0.49,0.21
