"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","index"
"Sep 27, 2016  9:00 AM",1,1,1,0,0,2,7.4,7.4,-1,6,61,1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,386,4.5,12.2,0.02,0.4,0.1,201
"Sep 27, 2016 10:00 AM",2,2,1,4,5,2,7.4,14.8,-1,6,61,1,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,386,4.5,12.2,0.02,0.4,0.1,202
"Sep 27, 2016 11:00 AM",0,0,0,0,0,2,7.4,0,-1,6,61,1,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,386,4.5,12.2,0.02,0.4,0.1,203
"Sep 27, 2016 12:00 PM",0,0,0,0,0,2,7.4,0,-1,6,61,1,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,386,4.5,12.2,0.02,0.4,0.1,204
"Sep 27, 2016  1:00 PM",0,0,0,0,0,2,7.4,0,-1,6,61,1,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,386,4.5,12.2,0.02,0.4,0.1,205
"Sep 27, 2016  2:00 PM",0,0,0,0,0,2,7.4,0,-1,6,61,1,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,386,4.5,12.2,0.02,0.4,0.1,206
"Sep 27, 2016  3:00 PM",0,0,0,0,0,2,7.4,0,-1,6,61,1,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,386,4.5,12.2,0.02,0.4,0.1,207
"Sep 27, 2016  4:00 PM",0,0,0,0,0,2,7.4,0,-1,6,61,1,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,386,4.5,12.2,0.02,0.4,0.1,208
"Sep 27, 2016  5:00 PM",0,0,0,0,0,2,7.4,0,-1,6,61,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,386,4.5,12.2,0.02,0.4,0.1,209
"Sep 27, 2016  6:00 PM",1,1,1,11,11,2,7.4,7.4,-1,6,61,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,386,4.5,12.2,0.02,0.4,0.1,210
